"","baseMean_riborna","log2FoldChange_riborna","padj_riborna","symb","biotype","baseMean_rna","log2FoldChange_rna","padj_rna","baseMean_ribo","log2FoldChange_ribo","padj_ribo","tx_type","log10_padj_riborna","symb_deplot","nudgey","nudgex"
"ENSG00000213465.8",351.44581165305,-0.071390366031071,0.944214075296115,"ARL2","all genes",725.019589177326,0.0240547500605113,0.947893686568965,167.53391874774,-0.0335401418165928,0.978686728201124,"Not_significant",-0.0249295298760917,NA,NA,NA
"ENSG00000142675.18",208.076053986381,0.106250573535336,0.944673930562033,"CNKSR1","all genes",340.014185926549,-0.177490174469397,0.636402815013908,113.861200717994,-0.0564909419682215,0.972575009170156,"Not_significant",-0.0247180693683344,NA,NA,NA
"ENSG00000132964.12",230.436236432955,-0.0965221871462458,0.944680604167646,"CDK8","all genes",656.513740105575,0.104175365024328,0.708242292747153,80.1081438592535,0.0280277244573526,0.987329729701117,"Not_significant",-0.0247150013257422,NA,NA,NA
"ENSG00000178802.18",221.45362300184,0.0870050207870939,0.944680604167646,"MPI","all genes",487.751692889808,-0.337526236064644,0.102806983365974,100.493914891359,-0.236915582584254,0.797459711071247,"Not_significant",-0.0247150013257422,NA,NA,NA
"ENSG00000101004.15",84.0187745618386,0.145337139482686,0.944693985555289,"NINL","all genes",260.687594918109,0.0743513615469061,0.883379837277544,25.7064386749175,0.232003167607899,0.93695180530527,"Not_significant",-0.0247088495940051,NA,NA,NA
"ENSG00000101040.19",264.622945663437,0.0784162338240616,0.944693985555289,"ZMYND8","all genes",632.908299147639,-0.165758673587389,0.471091508215685,111.86570764541,-0.0747456224704444,0.960100215605665,"Not_significant",-0.0247088495940051,NA,NA,NA
"ENSG00000107651.13",1128.61535704258,-0.0406949029696239,0.944693985555289,"SEC23IP","all genes",2406.71814562481,-0.208573664063527,0.0618541995890875,525.119601754795,-0.234271244721329,0.2531117423288,"Not_significant",-0.0247088495940051,NA,NA,NA
"ENSG00000109674.4",101.476257256557,0.123163019859662,0.944693985555289,"NEIL3","all genes",193.859275143815,-0.0792313080787957,0.893472324976058,50.9271486146347,0.0603992160227012,0.978686728201124,"Not_significant",-0.0247088495940051,NA,NA,NA
"ENSG00000147050.14",285.988894850529,-0.0813619502638632,0.944693985555289,"KDM6A","all genes",802.859778077582,0.16012640084974,0.430755035464612,101.369793777187,0.0914441826986196,0.95243867784475,"Not_significant",-0.0247088495940051,NA,NA,NA
"ENSG00000157796.18",79.7734887471033,0.145619129621691,0.944693985555289,"WDR19","all genes",211.596105875149,-0.0914405624731746,0.870874161808749,30.3092336810911,0.0671122429783419,0.979165134711848,"Not_significant",-0.0247088495940051,NA,NA,NA
"ENSG00000171163.15",104.837902345764,-0.132492826962164,0.944693985555289,"ZNF692","all genes",276.470100916159,0.181831672887189,0.646348443306175,40.0919750250083,0.0630241635546194,0.979005122263953,"Not_significant",-0.0247088495940051,NA,NA,NA
"ENSG00000181751.10",129.979388713307,-0.12745310687948,0.944693985555289,"C5orf30","all genes",359.941223227987,0.130321672940658,0.717796419713605,46.87881827835,0.00874799508540791,0.995462446178484,"Not_significant",-0.0247088495940051,NA,NA,NA
"ENSG00000078237.7",291.816618192902,0.0798032247325546,0.944763159595912,"TIGAR","all genes",622.521625712158,-0.00149958592041614,0.998295079083556,135.761067266502,0.0908110938526304,0.943715363066743,"Not_significant",-0.0246770500856392,NA,NA,NA
"ENSG00000106123.12",96.3115776861856,0.152758247026369,0.944763159595912,"EPHB6","all genes",245.442497938202,0.00198007866379325,0.998398846986638,38.2360653504008,0.166633821358133,0.944087473728021,"Not_significant",-0.0246770500856392,NA,NA,NA
"ENSG00000136156.15",1345.29841790491,-0.0359268196737174,0.944763159595912,"ITM2B","all genes",1604.3983177135,-0.226611695284749,0.0745101948891102,833.556523651056,-0.247759413719512,0.0444734522553007,"Not_significant",-0.0246770500856392,NA,NA,NA
"ENSG00000143952.20",182.634784967591,0.123189601147438,0.944763159595912,"VPS54","all genes",727.84385676853,-0.270381579561926,0.12748214663482,29.4252944804689,-0.120319266362742,0.969035894191163,"Not_significant",-0.0246770500856392,NA,NA,NA
"ENSG00000183323.13",124.632517622326,0.122834011132488,0.944763159595912,"CCDC125","all genes",355.33686236318,-0.230253866080282,0.425021594107814,43.2957836624243,-0.0868658215351157,0.973263572017167,"Not_significant",-0.0246770500856392,NA,NA,NA
"ENSG00000183971.8",518.641754635235,-0.0928701918236873,0.944763159595912,"NPW","all genes",96.6287212862145,0.132001243432307,0.880560006134568,407.171595897874,0.0533132059184281,0.943715363066743,"Not_significant",-0.0246770500856392,NA,NA,NA
"ENSG00000286239.1",442.564024158994,-0.0589639524750003,0.944763159595912,"AC093884.1","all genes",869.786798732331,-0.122031624659681,0.579895335163942,218.067657622541,-0.165550205996029,0.788651808652712,"Not_significant",-0.0246770500856392,NA,NA,NA
"ENSG00000124789.11",739.243307313176,0.0549944280461378,0.944929121755372,"NUP153","all genes",1582.68804324164,-0.0690431974867037,0.769616145026997,342.975354015323,0.000381044733090901,0.999779892256554,"Not_significant",-0.0246007662896427,NA,NA,NA
"ENSG00000050130.18",442.346161453812,0.0613281733777325,0.94498982367458,"JKAMP","all genes",965.784313725823,-0.202331018614637,0.236025085009049,202.140554309754,-0.126137854012321,0.888325797223457,"Not_significant",-0.0245728682587497,NA,NA,NA
"ENSG00000079785.15",1008.23500193409,0.0469813137757715,0.94498982367458,"DDX1","all genes",1401.53776951964,-0.110572863807518,0.573091151373818,592.106683406013,-0.0499367096302339,0.935730810205142,"Not_significant",-0.0245728682587497,NA,NA,NA
"ENSG00000134504.14",132.14871476362,0.144437066676663,0.94498982367458,"KCTD1","all genes",301.59165606343,-0.20121735766572,0.549448814301865,58.2515423054921,-0.0321518375068158,0.992336546433487,"Not_significant",-0.0245728682587497,NA,NA,NA
"ENSG00000143748.18",138.090314049255,-0.113254697904957,0.94498982367458,"NVL","all genes",354.590970876372,-0.0684146232357677,0.8802902176152,54.3824204036986,-0.164610981056538,0.935730810205142,"Not_significant",-0.0245728682587497,NA,NA,NA
"ENSG00000196544.8",60.8450234824679,-0.162459468467449,0.94498982367458,"BORCS6","all genes",146.239799432053,0.0214387311973502,0.977143911669148,25.5987528099289,-0.130443138395141,0.967356373379793,"Not_significant",-0.0245728682587497,NA,NA,NA
"ENSG00000269590.1",327.788376761201,0.0707372194044402,0.94498982367458,"AC010422.5","all genes",384.621790634332,0.0339936064854236,0.939276844217632,204.198310795614,0.120043422083333,0.896172043101572,"Not_significant",-0.0245728682587497,NA,NA,NA
"ENSG00000125826.20",307.340719185407,0.069189363218177,0.945136945022626,"RBCK1","all genes",632.59139252704,0.269892703034831,0.150347833820729,146.79441501801,0.353588932971554,0.435879940135132,"Not_significant",-0.0245052601058853,NA,NA,NA
"ENSG00000152818.18",394.16181860814,-0.0642185211249513,0.945177622303217,"UTRN","all genes",1040.98718308194,-0.0782299180377738,0.749269383091849,150.477199939846,-0.128856444626507,0.905264378410533,"Not_significant",-0.0244865691231175,NA,NA,NA
"ENSG00000138175.9",294.373720414284,-0.0733232021383211,0.945183332812915,"ARL3","all genes",487.997265072013,-0.157644907876959,0.570609573002313,159.919028699652,-0.215774966651168,0.74925584696586,"Not_significant",-0.0244839452402617,NA,NA,NA
"ENSG00000156232.7",78.7820707332497,0.146729283986954,0.945183332812915,"WHAMM","all genes",240.628870193432,-0.0665329254609933,0.899376751496705,24.7353615735421,0.101308055721191,0.974789088903082,"Not_significant",-0.0244839452402617,NA,NA,NA
"ENSG00000112559.14",143.258815386794,-0.108497259385638,0.945319790367618,"MDFI","all genes",336.313283171604,0.369961974291628,0.123762271118002,61.6076598939169,0.280524990036054,0.833714226100571,"Not_significant",-0.0244212500112532,NA,NA,NA
"ENSG00000055147.19",140.8761136692,0.10975064951233,0.945388828154678,"FAM114A2","all genes",376.453549688891,-0.310271766184739,0.202819906105073,53.0660375304967,-0.190114953328997,0.924684588393341,"Not_significant",-0.0243895341459075,NA,NA,NA
"ENSG00000162591.16",91.1012029399168,-0.127004964683987,0.945421913326304,"MEGF6","all genes",211.467502150897,0.252748472851429,0.506098684477894,39.5658458564636,0.139283090002599,0.952737813482176,"Not_significant",-0.0243743356840455,NA,NA,NA
"ENSG00000136273.13",161.254804032456,0.0969341316235933,0.945535935511312,"HUS1","all genes",364.356184996543,0.00555442657056189,0.991560819634044,71.6814515255163,0.115981455513921,0.944139387238791,"Not_significant",-0.0243219609514687,NA,NA,NA
"ENSG00000148985.20",142.812877724774,-0.114151186202455,0.945595035652278,"PGAP2","all genes",382.748702911434,0.0528717207668718,0.900430403215317,53.6037513185951,-0.0512588422365516,0.980949748246087,"Not_significant",-0.0242948164908248,NA,NA,NA
"ENSG00000170619.10",158.643457900278,0.107580296152542,0.945595035652278,"COMMD5","all genes",326.78759749192,0.195125219097696,0.571610722593992,75.7322808865537,0.318393741098922,0.735763081280406,"Not_significant",-0.0242948164908248,NA,NA,NA
"ENSG00000151466.12",114.519675988637,-0.141920786391272,0.945631211389702,"SCLT1","all genes",311.901110746463,-0.185240331870629,0.645665048402156,42.1693898560416,-0.315774983580083,0.855602881431493,"Not_significant",-0.0242782019549713,NA,NA,NA
"ENSG00000005801.18",191.336459736103,-0.100458098894456,0.945717714167681,"ZNF195","all genes",626.182888386309,-0.0552328417535357,0.877197217022342,53.2014636923179,-0.137425796041051,0.944087473728021,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000007372.23",61.4109525225045,-0.158163437533164,0.945717714167681,"PAX6","all genes",151.411128585398,-0.0935320544974664,0.885026130706199,25.2119013969403,-0.236727053288068,0.937361796245591,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000023041.11",373.757603377035,0.0652325338886871,0.945717714167681,"ZDHHC6","all genes",1115.48570922659,0.0640708142250272,0.798740407472666,121.61859128472,0.144844581630462,0.902202652429616,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000023318.8",202.234975350854,0.085768986682716,0.945717714167681,"ERP44","all genes",299.156718070302,-0.130724179488392,0.754507496853247,115.809217752464,-0.0289944957508046,0.983019096252525,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000024422.12",778.858483436437,0.0476321996082823,0.945717714167681,"EHD2","all genes",518.627998320786,-0.111871297064134,0.716227127353379,550.040152016762,-0.0502471691423769,0.937361796245591,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000029993.15",472.856452475132,0.0670517940279942,0.945717714167681,"HMGB3","all genes",1700.54996552867,-0.195578157441429,0.136554468583239,106.357176048801,-0.112864581642141,0.937827384985055,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000039650.12",108.555394691222,-0.115439035507457,0.945717714167681,"PNKP","all genes",221.518010975271,-0.00731549796002478,0.991118779264324,52.1454842473412,-0.111607998928546,0.957802255131589,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000059145.18",99.3091169407187,-0.128058768850955,0.945717714167681,"UNKL","all genes",264.799317368476,-0.0245279457471151,0.963066581057699,37.4933529267814,-0.144177282435488,0.953536850482265,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000065135.12",1176.94459363716,-0.0495305053537339,0.945717714167681,"GNAI3","all genes",2871.14462261743,-0.210239867736987,0.0876356990984277,488.273596254595,-0.24535259606272,0.262809911383176,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000069956.12",577.055897949223,-0.0698376279598337,0.945717714167681,"MAPK6","all genes",2346.02930808823,0.0999665515061158,0.513233800112692,85.263351370465,0.0500498139058871,0.978095802068031,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000070018.9",353.857166980511,-0.0756533195386733,0.945717714167681,"LRP6","all genes",1245.16580127442,-0.0177146492212404,0.951328296405849,84.0731256719824,-0.0769902103247065,0.964068759109316,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000090470.15",151.073561709434,0.0961740864194547,0.945717714167681,"PDCD7","all genes",329.577637394843,0.200170293529546,0.534685956635196,69.0956972721593,0.309501988535866,0.760114563183992,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000099337.5",131.875743156098,-0.128395011803957,0.945717714167681,"KCNK6","all genes",387.008699037308,-0.01967532286239,0.965921097633164,43.9835980132262,-0.133104088146259,0.954417366651952,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000100092.23",303.900091597318,-0.0727484152368395,0.945717714167681,"SH3BP1","all genes",525.315532543462,0.24109866745595,0.290429317743667,161.59419005134,0.182317236041553,0.806285343381706,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000102967.12",115.135402699543,-0.114506910757539,0.945717714167681,"DHODH","all genes",281.482721459729,0.0401524033169496,0.937081011672344,47.664825187871,-0.059855850519165,0.979005122263953,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000104880.18",343.706231803124,0.0715170153899006,0.945717714167681,"ARHGEF18","all genes",819.176614648582,0.0861797948112751,0.75733528504514,145.780559460704,0.170717582210316,0.848965500427578,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000105520.10",125.945184985517,0.113311339741649,0.945717714167681,"PLPPR2","all genes",348.556868705062,0.102516752748048,0.798278808747563,45.4760698748384,0.236131421479027,0.905489928769416,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000106608.16",251.424609842321,-0.0758887215007437,0.945717714167681,"URGCP","all genes",670.772288880917,0.30430900021511,0.0781519758974936,94.8819781982318,0.241968047103965,0.794945563719418,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000111325.16",95.4057152657902,-0.12249890208353,0.945717714167681,"OGFOD2","all genes",193.568688500045,-0.00651455144754181,0.993149233841794,46.0125614062055,-0.115325083821147,0.960020254196518,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000112787.13",213.624857821322,0.086457216628042,0.945717714167681,"FBRSL1","all genes",442.713019826406,0.340061410183156,0.12325482339867,101.541646702095,0.442473895952002,0.413678155330504,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000113312.11",394.491361641878,0.0706372006325404,0.945717714167681,"TTC1","all genes",884.697479075435,-0.0721177899279599,0.799737504156548,176.4511228571,0.0141068924434236,0.990844370566853,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000114554.11",378.190737423991,-0.0871465204146219,0.945717714167681,"PLXNA1","all genes",1467.1137290095,0.53589512330003,4.26457454847489e-06,67.3821006231465,0.460900495228826,0.55303956626239,"RNA_up",-0.0242384761501089,NA,0,0
"ENSG00000115520.8",291.796522271357,-0.072677372911422,0.945717714167681,"COQ10B","all genes",653.625819419038,-0.154971854487945,0.507053235811923,130.607916020883,-0.215847200533063,0.789848663092339,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000116350.17",538.326824095044,-0.0711447684699891,0.945717714167681,"SRSF4","all genes",961.179577834681,0.0108740450253134,0.978601043008352,281.161403885488,-0.04590144908348,0.961613801309234,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000116455.14",307.337862903467,-0.0687987931047548,0.945717714167681,"WDR77","all genes",731.993604535302,0.194581620689814,0.322920690101627,130.435474695952,0.142322815314731,0.90189232268538,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000117724.13",2506.25215792934,0.0288038677464324,0.945717714167681,"CENPF","all genes",6372.26920893944,-0.464693419485835,4.10414717431869e-10,997.350132548182,-0.421253018941545,7.63193580044411e-07,"RNA_down",-0.0242384761501089,NA,0,0
"ENSG00000118777.12",44.774616026671,0.188245392987509,0.945717714167681,"ABCG2","all genes",95.9813189501685,-0.0639653085037458,0.943204406476502,20.7550783077112,0.138324388762859,0.969418968328817,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000120129.6",56.8549705632048,0.160795020843546,0.945717714167681,"DUSP1","all genes",108.178602097562,0.0454424562037333,0.955372968440762,28.6102188475935,0.224460467096251,0.935730810205142,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000121039.10",210.354102165497,0.0859159562414345,0.945717714167681,"RDH10","all genes",558.029739997149,0.114874849183885,0.693307207936031,79.9098762112453,0.21121305135443,0.873890884458387,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000125741.4",126.073234989152,-0.124635319329319,0.945717714167681,"OPA3","all genes",422.076402552441,-0.0557098729419059,0.895081124414225,33.4893654245098,-0.169206712915278,0.946341608632572,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000125962.14",127.054645732162,-0.11818136448565,0.945717714167681,"ARMCX5","all genes",266.44585090297,-0.146856824798315,0.749787638971279,59.855535684852,-0.251844319510944,0.867823776066178,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000127804.13",239.141009516051,-0.0845455337549903,0.945717714167681,"METTL16","all genes",735.59887479392,-0.0417585419160278,0.898859822908885,74.2059286707688,-0.114065258156656,0.944416400443411,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000128408.9",38.6474815792635,0.194665062951765,0.945717714167681,"RIBC2","all genes",62.7244164582376,-0.145789014430356,0.886400993335988,21.2200621019518,0.0632367804795366,0.984272276849037,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000128708.13",748.812436339716,-0.0471008831477739,0.945717714167681,"HAT1","all genes",1276.0118460734,-0.288089296108257,0.0270895911778931,401.06489758305,-0.320087222930526,0.119125451744514,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000128872.10",165.782104853155,0.127700878045222,0.945717714167681,"TMOD2","all genes",685.802573974793,-0.072899078868282,0.813711206584281,22.5669465163869,0.0675806726079958,0.981327945210251,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000129480.13",86.2994245472852,0.147016864281309,0.945717714167681,"DTD2","all genes",299.722499134555,-0.0569581678988587,0.904730480261889,21.1556939645659,0.0958299724938233,0.978188261396277,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000132432.14",928.704427559313,-0.0525558637316133,0.945717714167681,"SEC61G","all genes",1207.63816280301,-0.237652649028801,0.15587637729625,559.006379006196,-0.276395081909448,0.0968871709772837,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000132510.10",108.629920634978,-0.144110019816364,0.945717714167681,"KDM6B","all genes",190.106296805542,0.192961387338936,0.736081978259409,57.3656477997251,0.064704579119489,0.975289125498536,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000133895.15",407.448086928368,-0.082916448818462,0.945717714167681,"MEN1","all genes",720.657564677085,0.145399688212755,0.596312037711385,213.942088624807,0.07846792001513,0.943491800136525,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000134001.14",972.10939622051,0.0410465889524925,0.945717714167681,"EIF2S1","all genes",2080.02873178226,-0.0926292645846445,0.577587187280945,451.197866554125,-0.0372375299353557,0.960562154212991,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000134086.7",374.178005072212,0.0705836257602948,0.945717714167681,"VHL","all genes",1249.76324692407,0.0534508641688774,0.835454831818233,99.9010326093101,0.140667487729626,0.923551443879591,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000136542.9",296.022606684865,-0.078869677206796,0.945717714167681,"GALNT5","all genes",740.879144516529,0.630344502696948,4.11548115449914e-06,119.755021706062,0.568953316819716,0.141844273775746,"RNA_up",-0.0242384761501089,NA,0,0
"ENSG00000136856.18",80.3626576088826,0.13785791495731,0.945717714167681,"SLC2A8","all genes",155.321429279257,0.403950001373333,0.302176357390373,40.0445002348471,0.553492180362002,0.597100131365217,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000136908.17",176.628316454971,0.0907154839490776,0.945717714167681,"DPM2","all genes",389.014931920409,-0.102209287219831,0.784535635238751,80.1663477968389,0.00471653847909793,0.99734172204374,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000137822.12",142.188724257193,0.0963006712795188,0.945717714167681,"TUBGCP4","all genes",251.027409228939,-0.0975541557550568,0.841771628625293,74.7413268264155,0.0129153277264467,0.993349298783661,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000138172.11",259.148671805866,0.0800626275623414,0.945717714167681,"CALHM2","all genes",572.705183084205,0.116565430586072,0.698318614625951,117.304555249834,0.212450988452379,0.810709955881031,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000138768.14",941.805644732945,0.0464426101053168,0.945717714167681,"USO1","all genes",2297.10904536163,-0.276480998647086,0.0125325062324754,390.82006559669,-0.21571444093663,0.463315774272329,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000140990.15",916.162185222042,-0.0415145642259674,0.945717714167681,"NDUFB10","all genes",1502.89207449937,-0.00616222702942314,0.982688613891709,500.362965973093,-0.0328629468484579,0.963575188243188,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000143643.13",93.5996321108188,0.125018764946528,0.945717714167681,"TTC13","all genes",175.871385939525,0.0958881331102616,0.876441469625269,47.4651869385215,0.234502249597084,0.902150033772791,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000144524.17",166.584246551173,0.0948580556441879,0.945717714167681,"COPS7B","all genes",403.763879470048,-0.265174231832869,0.290777117137804,69.5458125415827,-0.153142868612891,0.9325907890895,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000145386.10",945.399261099955,0.049080581699631,0.945717714167681,"CCNA2","all genes",1669.71661425244,-0.260841303125376,0.0561154865702925,496.781840882987,-0.197289596935109,0.427231113661641,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000147687.19",350.120828868918,-0.0678255114708296,0.945717714167681,"TATDN1","all genes",788.467892934922,-0.239635847776635,0.189566576831634,156.033324302396,-0.291937451086367,0.57770164298026,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000151726.14",120.550020866076,0.11238600848887,0.945717714167681,"ACSL1","all genes",241.506930901386,-0.169340876136678,0.693739817309826,58.6569209610508,-0.0410278780083739,0.98287172493234,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000155256.17",140.778586857883,-0.112506457001672,0.945717714167681,"ZFYVE27","all genes",384.305087512675,0.195214379716509,0.550742480520748,51.6873220739504,0.0965180974877922,0.964068759109316,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000156521.14",116.965301344548,0.11705041472956,0.945717714167681,"TYSND1","all genes",236.33376355098,-0.0317852089993023,0.957447577770855,56.5851097684749,0.0997298672122238,0.961978503953652,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000157036.13",54.7636034395612,0.170462867688498,0.945717714167681,"EXOG","all genes",120.015361534091,-0.256158740565818,0.666047041811581,24.9544436797728,-0.0696870625902636,0.980949748246087,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000157107.14",196.770714028073,-0.0837122449579705,0.945717714167681,"FCHO2","all genes",446.213244084028,-0.0914636498340096,0.798740407472666,87.1844076056743,-0.161380189144906,0.917929523705681,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000158793.14",205.665196082002,-0.0924107859057859,0.945717714167681,"NIT1","all genes",383.187617748282,-0.185365282453647,0.530442134891624,104.774582674897,-0.266136147260589,0.760114563183992,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000160199.15",112.242289653953,-0.117556702842019,0.945717714167681,"PKNOX1","all genes",298.472175965395,-0.0497287704787618,0.918031909140971,42.5132343931898,-0.152592215547927,0.944087473728021,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000160695.14",336.424800592649,0.0649491677579625,0.945717714167681,"VPS11","all genes",747.653523744109,-0.0796871207252587,0.779674443524987,151.589382816057,-0.000447913158442898,0.999779892256554,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000162613.16",1033.96802212333,-0.0415095141217493,0.945717714167681,"FUBP1","all genes",1685.26686513235,-0.196526445339039,0.145759677702424,566.429730268162,-0.223344157232323,0.257392373542013,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000163463.11",608.394527728133,0.0546431528343297,0.945717714167681,"KRTCAP2","all genes",877.867088316155,-0.0337530638985981,0.916067351797478,352.037156182974,0.0347102307166618,0.969418968328817,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000164039.15",53.820034761212,0.158325184218813,0.945717714167681,"BDH2","all genes",104.023295983637,-0.209036154582598,0.755853493493328,26.8105124306241,-0.0395643753928302,0.989529944573378,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000164291.17",83.6173175447149,0.127493239434039,0.945717714167681,"ARSK","all genes",133.551287293219,0.00788850583722375,0.992532275714591,46.271476257309,0.152967640058345,0.943715363066743,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000165240.20",132.489732120487,-0.112162540190651,0.945717714167681,"ATP7A","all genes",362.212369549969,-0.569262479079097,0.00627654048837172,48.5576801754167,-0.66765732270778,0.381194205894625,"RNA_down",-0.0242384761501089,NA,0,0
"ENSG00000165494.11",448.449752065659,0.0603690146527105,0.945717714167681,"PCF11","all genes",1295.4845303401,0.0924196183877976,0.653784393000536,152.979741007952,0.170162225455073,0.844363949852887,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000166881.10",241.321474097374,0.0872156242738808,0.945717714167681,"NEMP1","all genes",804.433103370878,-0.0335683283166339,0.91676533931495,64.6930145440835,0.0631882435025854,0.974789088903082,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000167962.14",215.550708585273,0.0904752988331499,0.945717714167681,"ZNF598","all genes",643.752395275225,0.436400161496453,0.00835519970061858,70.0598317505183,0.540542524804124,0.378692354502565,"RNA_up",-0.0242384761501089,NA,0,0
"ENSG00000167987.11",112.813026211786,-0.118235920434667,0.945717714167681,"VPS37C","all genes",313.909469336286,0.0407028381274492,0.934472232671319,40.4410944900893,-0.061506670382044,0.979005122263953,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000168904.15",66.7706391373843,0.158777720187744,0.945717714167681,"LRRC28","all genes",197.076902300801,-0.239024854990355,0.560967130249636,22.0937325994748,-0.0553721848915391,0.986631820028449,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000170776.21",505.920149765189,0.0664561374282141,0.945717714167681,"AKAP13","all genes",1339.99686468024,-0.0216601503196626,0.94194741429237,192.536961540343,0.0604420561050572,0.956396342033735,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000171169.9",78.0695979753774,0.139228166625966,0.945717714167681,"NAIF1","all genes",209.788384754356,-0.0518368680047803,0.928517953713318,29.2182288477208,0.104087919503717,0.973263572017167,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000171503.12",72.934934502637,-0.144826128112686,0.945717714167681,"ETFDH","all genes",177.806205343165,-0.640992169433742,0.0307861202692395,30.2719241034313,-0.769400829566444,0.468698557753899,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000173559.13",125.525631947865,-0.135781486204685,0.945717714167681,"NABP1","all genes",464.225799022336,0.26742510419826,0.238141067924762,26.1138242941214,0.163784975806153,0.955930549842153,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000175104.15",114.908193108118,0.122343872053546,0.945717714167681,"TRAF6","all genes",327.086078329791,-0.0510622395684471,0.911085399937467,40.0005250861952,0.0926121369258459,0.973263572017167,"Not_significant",-0.0242384761501089,NA,NA,NA
"ENSG00000175662.17",238.316622107387,0.0818330752529935,0.945717714167681,"TOM1L2","all genes",605.481322165546,-0.176813626227019,0.465585492856797,94.9168064363044,-0.0801513682606741,0.960100215605665,"Not_significant",-0.0242384761501089,NA,NA,NA
