"","baseMean_riborna","log2FoldChange_riborna","padj_riborna","symb","biotype","baseMean_rna","log2FoldChange_rna","padj_rna","baseMean_ribo","log2FoldChange_ribo","padj_ribo","tx_type","log10_padj_riborna","symb_deplot","nudgey","nudgex","five_cds_iaa_dmso","five_cds_IAA3Y_IAA3XWT","Tx_class"
"ENSG00000061936.9",267.116571550509,0.0318028934701661,0.975522154162812,"SFSWAP","all genes",571.565545665855,0.0755853802631935,0.822304486254556,126.004653963887,0.113348014672197,0.985060714678741,"Not_significant",-0.0107628633054364,NA,NA,NA,0.544257230760476,0.0834168879452598,"Not_significant"
"ENSG00000133302.13",109.902589326199,0.0534571794115201,0.975522154162812,"SLF1","all genes",315.370845029586,0.0124345000423649,0.983673372165845,32.3566963947443,0.0826324156314056,0.997135043361723,"Not_significant",-0.0107628633054364,NA,NA,NA,-0.616232840858068,NA,"Not_significant"
"ENSG00000139324.12",368.565410794714,0.0294220307377826,0.975522154162812,"TMTC3","all genes",888.219099016971,-0.0683426498716554,0.819329400078248,149.656420875659,-0.0309211146987312,0.999041873733936,"Not_significant",-0.0107628633054364,NA,NA,NA,0.482180356149587,-0.174247973374572,"Not_significant"
"ENSG00000154642.11",73.207255558928,0.0561246232134384,0.975522154162812,"C21orf91","all genes",130.271233939255,-0.0394133866015179,0.963008079974939,40.9400191850804,0.0252513720712585,0.999041873733936,"Not_significant",-0.0107628633054364,NA,NA,NA,0.130679324636003,-0.928030213625669,"Not_significant"
"ENSG00000204138.13",200.693647951373,-0.039449036955198,0.975522154162812,"PHACTR4","all genes",415.343522787788,-0.183584028978295,0.602388986904651,98.0911331806974,-0.214428974884052,0.938192366841301,"Not_significant",-0.0107628633054364,NA,NA,NA,-0.403189903314683,0.183361910162477,"Not_significant"
"ENSG00000213672.8",270.887900751852,0.0316780886948838,0.975522154162812,"NCKIPSD","all genes",600.614751479305,0.183365636013107,0.441249771931037,122.687247511744,0.221788727179447,0.908638621432274,"Not_significant",-0.0107628633054364,NA,NA,NA,-0.103467413053028,0.45722537993923,"Not_significant"
"ENSG00000169031.20",67.1557934301844,0.0612539007639227,0.97557020585535,"COL4A3","all genes",153.892988771829,0.21952326836779,0.67213716361847,29.2036259384455,0.283909262962986,0.971418706744454,"Not_significant",-0.0107414716118938,NA,NA,NA,NA,NA,"Not_significant"
"ENSG00000158195.11",219.557521045342,0.0408312520111212,0.975586338532189,"WASF2","all genes",327.96898009871,-0.155188556455096,0.862310472576097,138.028663404697,-0.112780452553649,0.985060714678741,"Not_significant",-0.0107342898892896,NA,NA,NA,-0.200658604714753,-0.543918206163867,"Not_significant"
"ENSG00000196950.14",304.889742008269,-0.0300474421487202,0.975586338532189,"SLC39A10","all genes",629.337541978243,-0.390406716291804,0.0218099829477109,149.395094034044,-0.41367722455636,0.478043394436473,"Not_significant",-0.0107342898892896,NA,NA,NA,-0.023220904309005,-0.331227384182315,"Not_significant"
"ENSG00000090263.16",140.482806631297,-0.0415144897968877,0.975621038576304,"MRPS33","all genes",293.129084954179,-0.0743446205226293,0.870825597091467,68.0756036613579,-0.111946161273905,0.989860809722122,"Not_significant",-0.0107188430045971,NA,NA,NA,-0.0351471262673219,0.848811176523109,"Not_significant"
"ENSG00000097046.13",151.90818000582,-0.040185000654969,0.975621038576304,"CDC7","all genes",309.206041779806,-0.042810475202571,0.936960898278166,75.5006939267206,-0.0772377629948582,0.989860809722122,"Not_significant",-0.0107188430045971,NA,NA,NA,-0.388515635332052,-0.299231114996353,"Not_significant"
"ENSG00000100104.13",100.312196078317,-0.0530285171339818,0.975621038576304,"SRRD","all genes",221.682054177591,0.170702575054282,0.728944815085342,45.6087896157772,0.118317949146345,0.989860809722122,"Not_significant",-0.0107188430045971,NA,NA,NA,0.932428145992438,0.0144995696951149,"Not_significant"
"ENSG00000106459.15",128.90875065281,-0.0427501330540489,0.975621038576304,"NRF1","all genes",211.832987688059,0.00512110826659172,0.99470508386891,76.3595456509495,-0.0317315553393751,0.999041873733936,"Not_significant",-0.0107188430045971,NA,NA,NA,0.919369566970363,0.693489753932722,"Not_significant"
"ENSG00000107104.19",128.874864062442,0.0486799697535403,0.975621038576304,"KANK1","all genes",376.18156048359,0.0602739492254042,0.89124580736388,36.3927097830799,0.123099079416327,0.989860809722122,"Not_significant",-0.0107188430045971,NA,NA,NA,0.375198939454826,0.295267726363741,"Not_significant"
"ENSG00000111711.10",142.985546343576,-0.0443046780675266,0.975621038576304,"GOLT1B","all genes",251.090129221274,-0.111738602880029,0.832248007085861,80.7690792814566,-0.147853098603795,0.984786685506295,"Not_significant",-0.0107188430045971,NA,NA,NA,0.478426078366488,-0.140158373255139,"Not_significant"
"ENSG00000114857.18",362.879392482599,-0.0298363926340484,0.975621038576304,"NKTR","all genes",931.571876077311,-2.14279940696294e-06,0.999984295274972,133.49154861968,-0.0207209303222543,0.999041873733936,"Not_significant",-0.0107188430045971,NA,NA,NA,0.365484097588269,-1.21588947629589,"Not_significant"
"ENSG00000116213.16",284.991408718054,-0.0297002450166631,0.975621038576304,"WRAP73","all genes",488.945394429207,0.085620975719568,0.804808937599158,163.809936423207,0.0644233340860383,0.989860809722122,"Not_significant",-0.0107188430045971,NA,NA,NA,-0.543971204363235,0.337760139354163,"Not_significant"
"ENSG00000121210.16",280.985814170492,0.0300810214819882,0.975621038576304,"TMEM131L","all genes",539.382726269295,0.0260380416500692,0.953849025678092,147.58043730043,0.0634484556978718,0.989860809722122,"Not_significant",-0.0107188430045971,NA,NA,NA,1.29052041166791,NA,"Not_significant"
"ENSG00000126705.15",154.185957915017,0.0460047460308989,0.975621038576304,"AHDC1","all genes",266.782961775018,-0.0772020708763284,0.90132555834503,88.072465813223,-0.0248004411052067,0.999041873733936,"Not_significant",-0.0107188430045971,NA,NA,NA,0.404586959025253,0.218906353556316,"Not_significant"
"ENSG00000126787.13",727.511756993875,0.0228084427195555,0.975621038576304,"DLGAP5","all genes",1510.11911804485,-0.482122818655368,5.950438234793e-05,354.453277114278,-0.451863949579736,0.0495858812848144,"RNA_down",-0.0107188430045971,NA,0,0,0.503568216119013,-0.105455636285275,"RNA_down"
"ENSG00000173614.14",62.7312334413806,0.0610604365151715,0.975621038576304,"NMNAT1","all genes",130.485889339237,-0.0245288647857651,0.976596905248453,30.4997172949279,0.0338880241553809,0.999041873733936,"Not_significant",-0.0107188430045971,NA,NA,NA,-0.0610691382328029,1.90689059560852,"Not_significant"
"ENSG00000175931.13",484.279145014833,-0.027873698503655,0.975621038576304,"UBE2O","all genes",660.115035172234,0.0699189483834896,0.856344694915503,319.834816737251,0.0485146655048144,0.989860809722122,"Not_significant",-0.0107188430045971,NA,NA,NA,1.8471889804349,-0.40771354540381,"Not_significant"
"ENSG00000178104.19",54.7851533121619,-0.0711665186322178,0.975621038576304,"PDE4DIP","all genes",141.042878334223,-0.211323806158662,0.705586768904472,20.0558922169262,-0.277611741395811,0.985060714678741,"Not_significant",-0.0107188430045971,NA,NA,NA,2.2306414261027,-3.29123129766445,"Not_significant"
"ENSG00000181191.11",65.0180940996341,-0.0619465706517588,0.975621038576304,"PJA1","all genes",161.035702224415,0.00251665730485023,0.99767945753313,25.3432005197962,-0.0618089436982219,0.999041873733936,"Not_significant",-0.0107188430045971,NA,NA,NA,-1.11464256594112,-1.20163386116965,"Not_significant"
"ENSG00000185112.6",41.9527123884373,-0.0735421297578161,0.975621038576304,"FAM43A","all genes",77.9026144063926,0.685115644075361,0.162788334137743,22.6747206608516,0.611162383710499,0.865917751380707,"Not_significant",-0.0107188430045971,NA,NA,NA,-0.0233570735154918,0.133766423565943,"Not_significant"
"ENSG00000243725.7",171.902538669238,0.0373900529083881,0.975621038576304,"TTC4","all genes",329.330288133157,-0.0523799434098658,0.912832368594386,90.4435629310913,-0.00889378121861782,0.999041873733936,"Not_significant",-0.0107188430045971,NA,NA,NA,-0.159374356211986,0.109290384909228,"Not_significant"
"ENSG00000251246.1",78.3777225065142,-0.0536418014526453,0.975621038576304,"AL691442.2","all genes",134.31357376361,0.100035821508108,0.879354773194399,45.0841894144366,0.0547877265157924,0.999041873733936,"Not_significant",-0.0107188430045971,NA,NA,NA,-0.269564667254618,1.26188563256342,"Not_significant"
"ENSG00000273749.5",1119.89432353873,-0.0186785449534541,0.975621038576304,"CYFIP1","all genes",2132.12501723733,-0.169721578007621,0.23868026181211,592.403710323411,-0.181428848892919,0.624130031840554,"Not_significant",-0.0107188430045971,NA,NA,NA,0.198918801025637,-0.363911212355147,"Not_significant"
"ENSG00000183696.14",54.2035042195296,0.0662026979065301,0.975811696658868,"UPP1","all genes",133.135116730183,0.453611898991752,0.249891364499104,21.4014922430619,0.530168103800956,0.908112015028392,"Not_significant",-0.0106339804808151,NA,NA,NA,0.267740179693031,0.0726952925569633,"Not_significant"
"ENSG00000155906.19",120.770654572873,0.0512930268607916,0.975847676694149,"RMND1","all genes",290.59706706436,-0.245635791470966,0.450420599145738,49.1496536386014,-0.198000586620145,0.985060714678741,"Not_significant",-0.0106179675115477,NA,NA,NA,0.662616412554941,-0.308122295362332,"Not_significant"
"ENSG00000106608.16",215.288056456275,-0.0343090039330546,0.976046101610057,"URGCP","all genes",516.220967472492,0.358793127278099,0.0633430417292862,88.0574339656885,0.331296975425213,0.838362159779679,"Not_significant",-0.0105296688066636,NA,NA,NA,-0.433213339627752,0.000413173096234224,"Not_significant"
"ENSG00000153558.16",53.0122839693865,0.0662376433120482,0.976046101610057,"FBXL2","all genes",117.379725728941,-0.235769294963578,0.690255099657113,24.045957479067,-0.164208592719767,0.989860809722122,"Not_significant",-0.0105296688066636,NA,NA,NA,-0.684991319052428,NA,"Not_significant"
"ENSG00000157881.15",117.924163475365,0.0436271949371696,0.976046101610057,"PANK4","all genes",234.119962169147,0.0198424032706093,0.975409564897688,60.0546792896118,0.0705848117436637,0.994758575132668,"Not_significant",-0.0105296688066636,NA,NA,NA,NA,NA,"Not_significant"
"ENSG00000165410.15",172.624748190964,-0.038386050594278,0.976046101610057,"CFL2","all genes",257.756749967384,-0.0222997765183191,0.972765860101324,108.553180023371,-0.0548720618191968,0.994758575132668,"Not_significant",-0.0105296688066636,NA,NA,NA,0.265543503380811,-0.299181859014018,"Not_significant"
"ENSG00000075420.13",555.489777664937,-0.0225907697940638,0.976180808983703,"FNDC3B","all genes",1003.34924933942,-0.0802226582523955,0.751826856552171,307.030886910804,-0.0966883896892192,0.970149824321448,"Not_significant",-0.0104697345143726,NA,NA,NA,0.469298457136953,0.428323177268993,"Not_significant"
"ENSG00000085231.14",167.838951590148,0.0387958896786983,0.976180808983703,"AK6","all genes",356.011304088711,0.0272183951279953,0.962329288998629,79.9371556943292,0.0748386763329923,0.989860809722122,"Not_significant",-0.0104697345143726,NA,NA,NA,0.691272558768676,-0.124963143108675,"Not_significant"
"ENSG00000100941.9",511.239670182965,0.0261868440726982,0.976180808983703,"PNN","all genes",1062.7596610769,-0.15686676590711,0.499567727862955,248.726119432291,-0.123045717230523,0.955554169936337,"Not_significant",-0.0104697345143726,NA,NA,NA,-0.663252227809338,0.411950879582633,"Not_significant"
"ENSG00000105607.13",101.348831273772,-0.0464470253933956,0.976180808983703,"GCDH","all genes",144.693363092099,0.0429737772287933,0.957530838889051,65.3456082932719,0.00631473799101247,0.999041873733936,"Not_significant",-0.0104697345143726,NA,NA,NA,0.126814761354217,0.841302253980942,"Not_significant"
"ENSG00000114735.9",57.3790170023399,-0.0631018633092988,0.976180808983703,"HEMK1","all genes",124.984979577639,-0.209612997052979,0.717296409107546,26.5239911466186,-0.271517449661023,0.980732438074702,"Not_significant",-0.0104697345143726,NA,NA,NA,0.831615921984968,0.700439718141092,"Not_significant"
"ENSG00000116898.12",408.528109080111,-0.0285487988309835,0.976180808983703,"MRPS15","all genes",1115.94603249399,-0.0930165531587859,0.707955998041544,133.941969206371,-0.11889124930074,0.98147113513966,"Not_significant",-0.0104697345143726,NA,NA,NA,0.324296149450928,-0.0502028175455522,"Not_significant"
"ENSG00000116984.13",236.452689163277,-0.0327573358794646,0.976180808983703,"MTR","all genes",484.934295764849,0.17073455282142,0.536388024161377,116.650678416053,0.144620576134673,0.971418706744454,"Not_significant",-0.0104697345143726,NA,NA,NA,0.702826376797239,0.061780751555496,"Not_significant"
"ENSG00000122786.20",349.916596852092,-0.0272969257584262,0.976180808983703,"CALD1","all genes",582.519158245656,-0.160948593947202,0.536562321088082,205.430373511795,-0.182763048161261,0.890695588837857,"Not_significant",-0.0104697345143726,NA,NA,NA,0.517580102097097,0.0292573377877288,"Not_significant"
"ENSG00000166377.20",95.7925414167387,-0.0499944202144853,0.976180808983703,"ATP9B","all genes",212.330342248295,0.0158165138683776,0.982156042091525,43.3947935673206,-0.0363705102156016,0.999041873733936,"Not_significant",-0.0104697345143726,NA,NA,NA,-0.20523429987609,2.47804729680464,"Not_significant"
"ENSG00000175938.7",63.7474132369998,-0.0604151368934059,0.976180808983703,"ORAI3","all genes",155.367450394697,0.0376945705888418,0.961032554997741,25.4611383606432,-0.0122886093089376,0.999041873733936,"Not_significant",-0.0104697345143726,NA,NA,NA,0.474538511027506,0.07716786052246,"Not_significant"
"ENSG00000142751.15",119.965741807438,0.0438019033456805,0.976247352484145,"GPN2","all genes",194.014775803233,0.15108354663759,0.760000755248299,71.8205542525378,0.198375373457555,0.970149824321448,"Not_significant",-0.0104401308898913,NA,NA,NA,0.200640132769283,-0.169907712787278,"Not_significant"
"ENSG00000204977.10",150.587368180948,-0.0397029009420731,0.976247352484145,"TRIM13","all genes",318.542102069877,-0.00527000480247619,0.994071548586115,71.9290079526244,-0.0394756007676692,0.999041873733936,"Not_significant",-0.0104401308898913,NA,NA,NA,-0.09380993244103,0.207144647637511,"Not_significant"
"ENSG00000111716.14",5145.09126804492,-0.014642304372817,0.976527519355037,"LDHB","all genes",11244.938894604,-0.210636169197977,0.0533009208341033,2369.56050721212,-0.218533410430474,0.00671565524425946,"Not_significant",-0.010315513425144,NA,NA,NA,0.0931117609940842,-0.0133229382653096,"Not_significant"
"ENSG00000115539.14",70.2880022467933,0.056793782862956,0.976527519355037,"PDCL3","all genes",151.241255338884,-0.326117124918935,0.452818701147021,32.9481320320068,-0.262189384545556,0.97477972799834,"Not_significant",-0.010315513425144,NA,NA,NA,0.76090088227546,0.0884253866263463,"Not_significant"
"ENSG00000144791.10",211.903107661833,-0.0346823315817573,0.976527519355037,"LIMD1","all genes",456.601990676301,0.237613870771887,0.37079251468553,99.1865954681576,0.209215647922041,0.941590841685583,"Not_significant",-0.010315513425144,NA,NA,NA,-0.210368992513655,-0.202380232421532,"Not_significant"
"ENSG00000153029.14",55.1483433974838,-0.0632876664875515,0.976527519355037,"MR1","all genes",81.2101632922068,-0.133209404088793,0.871874476629906,34.957043941561,-0.181742785853442,0.989860809722122,"Not_significant",-0.010315513425144,NA,NA,NA,NA,NA,"Not_significant"
"ENSG00000156675.16",339.080556286519,0.0293009522718276,0.976527519355037,"RAB11FIP1","all genes",564.74174946377,-0.0782922152015848,0.813659565106114,199.02259964972,-0.0395313300220656,0.995214043042731,"Not_significant",-0.010315513425144,NA,NA,NA,-0.124081577302104,0.354873758023508,"Not_significant"
"ENSG00000170260.9",58.4691736613169,0.0587795376202557,0.976527519355037,"ZNF212","all genes",101.932755416032,-0.0606414737673994,0.944364988486329,33.2136266441735,0.00918080269739737,0.999041873733936,"Not_significant",-0.010315513425144,NA,NA,NA,0.603578178888503,0.371322553393672,"Not_significant"
"ENSG00000196233.13",342.815852619299,-0.0288911149154164,0.976527519355037,"LCOR","all genes",861.756916770336,-0.176311930741673,0.406894556958123,130.552129013938,-0.197898152464664,0.928302135578676,"Not_significant",-0.010315513425144,NA,NA,NA,0.527473888764144,-0.0595215172462479,"Not_significant"
"ENSG00000004487.16",1184.43211442207,0.0186187903396909,0.976567314631834,"KDM1A","all genes",2419.49433359453,-0.122563207433974,0.481974469290637,586.613907178676,-0.0967672338013325,0.923204570821408,"Not_significant",-0.0102978154938192,NA,NA,NA,0.502363081519315,-0.258582805222657,"Not_significant"
"ENSG00000124243.17",146.267323126826,0.0382314726046329,0.976567314631834,"BCAS4","all genes",204.097229297027,0.0791003392092024,0.887200052333068,95.4611238166146,0.125354009064212,0.985060714678741,"Not_significant",-0.0102978154938192,NA,NA,NA,NA,NA,"Not_significant"
"ENSG00000143013.13",42.4591118912487,0.0730979435749764,0.976567314631834,"LMO4","all genes",85.8115125567098,0.190349159029758,0.812919606737598,21.2524644977269,0.273777054745649,0.985060714678741,"Not_significant",-0.0102978154938192,NA,NA,NA,-0.82340732734297,0.179706022234898,"Not_significant"
"ENSG00000168101.14",96.2627409757078,-0.0500178452241027,0.976567314631834,"NUDT16L1","all genes",65.7511560073662,0.00182256893591737,0.998323761208569,79.4786066854325,-0.0352069688935453,0.999041873733936,"Not_significant",-0.0102978154938192,NA,NA,NA,-0.888672890479958,-0.127914172756845,"Not_significant"
"ENSG00000104872.11",311.948642763463,0.0296002462751632,0.976654098316882,"PIH1D1","all genes",725.506288854592,-0.236903774556103,0.223174370784995,133.042817022256,-0.199255703198377,0.928663133911757,"Not_significant",-0.0102592231710948,NA,NA,NA,-0.302780534116771,0.40833534924458,"Not_significant"
"ENSG00000086061.16",1097.28053637707,-0.0187544926344988,0.976852346809682,"DNAJA1","all genes",2385.93333457443,-0.0693484141035347,0.73560486062533,508.364822021388,-0.0805405515351516,0.967158900297799,"Not_significant",-0.010171075802061,NA,NA,NA,0.352198311750101,0.456048411132674,"Not_significant"
"ENSG00000102030.16",349.121895883406,-0.0264939743284674,0.976852346809682,"NAA10","all genes",643.075242306769,0.160291213039603,0.513759019767262,189.960088037885,0.140326202523108,0.953924793043954,"Not_significant",-0.010171075802061,NA,NA,NA,-0.0792250791425996,0.0825878235975309,"Not_significant"
"ENSG00000005882.12",254.394345354815,0.0293012802363527,0.977073246603547,"PDK2","all genes",351.975151445904,-0.257834130240018,0.352682995201264,166.724362403627,-0.223908986497401,0.871123881981864,"Not_significant",-0.0100728780382759,NA,NA,NA,0.458937186362297,0.561052011554225,"Not_significant"
"ENSG00000007384.15",68.4113513218739,-0.0531057846527786,0.977073246603547,"RHBDF1","all genes",140.074088950624,0.179255788453018,0.749217725722701,33.7990556241182,0.127162924901017,0.989860809722122,"Not_significant",-0.0100728780382759,NA,NA,NA,0.321508767739841,0.362570079384708,"Not_significant"
"ENSG00000054967.13",40.6035614360616,0.0683989901145011,0.977073246603547,"RELT","all genes",82.7657272572922,-0.00882800833878327,0.994192392938893,20.1546644047391,0.0701552425183354,0.999041873733936,"Not_significant",-0.0100728780382759,NA,NA,NA,0.663200075051404,-0.167900551230526,"Not_significant"
"ENSG00000055211.14",188.911489025872,0.0339734219402549,0.977073246603547,"GINM1","all genes",420.483543734178,0.0171599573260215,0.973856870857943,85.1644050091481,0.0592215078149141,0.994758575132668,"Not_significant",-0.0100728780382759,NA,NA,NA,-0.195264000716486,-0.109853773628394,"Not_significant"
"ENSG00000061938.19",90.5499932403007,0.0479890186180449,0.977073246603547,"TNK2","all genes",226.870584877221,0.0560119463556052,0.919125673258352,34.6677569552642,0.114096177727752,0.989860809722122,"Not_significant",-0.0100728780382759,NA,NA,NA,-0.189477798863713,0.455833873528693,"Not_significant"
"ENSG00000065150.21",1656.26603899741,-0.0161915663057586,0.977073246603547,"IPO5","all genes",4025.25119203521,-0.032457371456274,0.881866846105568,664.332527483712,-0.0418164755262732,0.989860809722122,"Not_significant",-0.0100728780382759,NA,NA,NA,-0.00895934929791229,0.40455488725903,"Not_significant"
"ENSG00000072849.11",236.055799867156,0.0306545840481031,0.977073246603547,"DERL2","all genes",447.478885680298,-0.0645077958514181,0.867110863901131,125.349726716537,-0.0265643769829765,0.999041873733936,"Not_significant",-0.0100728780382759,NA,NA,NA,0.0803275649475171,0.0927320482510444,"Not_significant"
"ENSG00000078902.16",90.9720011706388,-0.0436887458663377,0.977073246603547,"TOLLIP","all genes",109.177527206041,0.442914938809934,0.337259346723109,63.6977163988232,0.409584017740302,0.816495505781735,"Not_significant",-0.0100728780382759,NA,NA,NA,0.269572689826226,-0.0138701938493265,"Not_significant"
"ENSG00000081181.8",62.1799667451282,-0.0560910799451891,0.977073246603547,"ARG2","all genes",121.786016330003,-0.371235364728182,0.441548694245446,32.0624833816923,-0.42425798688088,0.915230627569512,"Not_significant",-0.0100728780382759,NA,NA,NA,1.09277458172935,1.14855135064975,"Not_significant"
"ENSG00000083520.15",602.400772968764,-0.0227431653570003,0.977073246603547,"DIS3","all genes",1321.95349248406,-0.162347655354348,0.424354107079896,276.115426967037,-0.178796995139331,0.865917751380707,"Not_significant",-0.0100728780382759,NA,NA,NA,0.767536341234487,-0.378085663561654,"Not_significant"
"ENSG00000087111.21",347.61651431105,0.0246106688626915,0.977073246603547,"PIGS","all genes",609.001320205106,0.222983660031305,0.301628666933684,196.756737141973,0.255851201340304,0.761680891322784,"Not_significant",-0.0100728780382759,NA,NA,NA,-0.281747404305361,-1.21936335702393,"Not_significant"
"ENSG00000091651.9",146.227948071703,-0.039071421155016,0.977073246603547,"ORC6","all genes",234.954298000598,-0.198598569337129,0.648544484379936,87.9067955855631,-0.230486065889164,0.933997412265857,"Not_significant",-0.0100728780382759,NA,NA,NA,-0.862432987129062,-0.0286754303304028,"Not_significant"
"ENSG00000094804.12",494.096473426834,0.0233266805281053,0.977073246603547,"CDC6","all genes",1062.26192356495,-0.125980864426869,0.555482677014874,231.842031597082,-0.0977012967157541,0.976241925149327,"Not_significant",-0.0100728780382759,NA,NA,NA,0.455025200058151,-0.332979597852246,"Not_significant"
"ENSG00000101210.12",2717.36069193572,-0.0150595160573176,0.977073246603547,"EEF1A2","all genes",4340.07698236148,-0.01539783035238,0.957530838889051,1640.05708587018,-0.0236672538484105,0.989860809722122,"Not_significant",-0.0100728780382759,NA,NA,NA,-0.0153511767608058,-0.230584946579463,"Not_significant"
"ENSG00000103121.9",149.360471624472,0.036049203603812,0.977073246603547,"CMC2","all genes",242.578411976411,-0.209822740881327,0.581867382089217,89.1697163898551,-0.162727155049904,0.97491402190212,"Not_significant",-0.0100728780382759,NA,NA,NA,0.465564232999169,0.0623556877801005,"Not_significant"
"ENSG00000104892.17",193.594910032428,-0.033755446191812,0.977073246603547,"KLC3","all genes",269.814450577694,0.119166499477497,0.782382041006968,126.417519982192,0.0938000410020979,0.989860809722122,"Not_significant",-0.0100728780382759,NA,NA,NA,0.117685298965785,-0.603498452158584,"Not_significant"
"ENSG00000104907.12",313.720338510438,0.0266985212186799,0.977073246603547,"TRMT1","all genes",691.08180530886,0.107414878937182,0.700738613946218,143.178694587858,0.140568019488665,0.970149824321448,"Not_significant",-0.0100728780382759,NA,NA,NA,0.192327936471009,-0.193683159561934,"Not_significant"
"ENSG00000106327.13",57.9000519053036,0.0609365579675966,0.977073246603547,"TFR2","all genes",105.889008671972,0.160039135053944,0.826125321772757,31.6913495680299,0.228340423570447,0.985060714678741,"Not_significant",-0.0100728780382759,NA,NA,NA,NA,NA,"Not_significant"
"ENSG00000110906.13",159.729113719214,0.0408182117270367,0.977073246603547,"KCTD10","all genes",160.015470153403,-0.0877496658765762,0.904052110119831,119.516625593774,-0.0438956787356926,0.996173577944759,"Not_significant",-0.0100728780382759,NA,NA,NA,-0.509297877200081,0.122931691035902,"Not_significant"
"ENSG00000113643.9",1021.88054332966,-0.0196374154328458,0.977073246603547,"RARS1","all genes",2222.49078312899,-0.229904028739969,0.111450294701247,473.272926884864,-0.242384153749488,0.454324394774171,"Not_significant",-0.0100728780382759,NA,NA,NA,-0.711568983353275,0.0178811870947694,"Not_significant"
"ENSG00000113838.13",84.6315515963138,-0.0546157956865902,0.977073246603547,"TBCCD1","all genes",254.077356639042,-0.123079580209328,0.782382041006968,22.1838245725018,-0.179514329676677,0.989860809722122,"Not_significant",-0.0100728780382759,NA,NA,NA,0.335630904401888,0.339001608246304,"Not_significant"
"ENSG00000115568.15",173.745123103761,0.0360991660773928,0.977073246603547,"ZNF142","all genes",458.892032328303,0.355646747787781,0.0869668778366826,60.7922777810287,0.393303905660151,0.852220735712439,"Not_significant",-0.0100728780382759,NA,NA,NA,0.218300837865181,0.143747116704074,"Not_significant"
"ENSG00000119408.16",148.804484431474,0.0385334875441792,0.977073246603547,"NEK6","all genes",281.36367724661,0.457554810890239,0.0837742616832695,79.2102187482168,0.502692556128535,0.575423068568853,"Not_significant",-0.0100728780382759,NA,NA,NA,0.666636738480761,1.46876050198021,"Not_significant"
"ENSG00000119922.10",45.138311976876,-0.067839462087657,0.977073246603547,"IFIT2","all genes",95.4635358006533,-0.162866899096148,0.822304486254556,21.5616949053885,-0.219943968063317,0.989860809722122,"Not_significant",-0.0100728780382759,NA,NA,NA,-0.215506035751208,0.215333621847124,"Not_significant"
"ENSG00000120910.14",102.597770618559,-0.0489438182433921,0.977073246603547,"PPP3CC","all genes",282.737498462537,0.183369365287629,0.665323913324491,33.0346462256722,0.144504051966716,0.989860809722122,"Not_significant",-0.0100728780382759,NA,NA,NA,0.42255155293615,-0.746173740948742,"Not_significant"
"ENSG00000125107.18",1795.40485383439,-0.015270832070057,0.977073246603547,"CNOT1","all genes",4595.5413772516,-0.0807634684942114,0.622218717486658,663.703144675664,-0.0893595589771007,0.928663133911757,"Not_significant",-0.0100728780382759,NA,NA,NA,0.146212660701208,0.200020752119777,"Not_significant"
"ENSG00000126070.20",187.325792089975,-0.0339958905675028,0.977073246603547,"AGO3","all genes",453.276450217708,0.0190060288919482,0.968211046460159,75.6198520589051,-0.00466666279583229,0.999041873733936,"Not_significant",-0.0100728780382759,NA,NA,NA,-0.549933056486559,-0.106266019170135,"Not_significant"
"ENSG00000128923.11",88.4576396084067,-0.0522930706517385,0.977073246603547,"MINDY2","all genes",242.718979233325,-0.0445747920230274,0.941343810137092,28.743529370665,-0.0770635771950668,0.999041873733936,"Not_significant",-0.0100728780382759,NA,NA,NA,0.639976602725638,2.11345804978328,"Not_significant"
"ENSG00000129473.9",66.7452791408065,0.0562930374620733,0.977073246603547,"BCL2L2","all genes",165.701883314664,0.0965993859092752,0.870731823655896,25.9275468945665,0.167688592712263,0.989860809722122,"Not_significant",-0.0100728780382759,NA,NA,NA,0.243569476192383,-0.883926750743084,"Not_significant"
"ENSG00000130584.11",95.1836959717178,-0.0505100076293519,0.977073246603547,"ZBTB46","all genes",252.429505211055,0.263808366374236,0.452327019375238,33.0481100582322,0.213858333299077,0.985060714678741,"Not_significant",-0.0100728780382759,NA,NA,NA,NA,0.255016938229905,"Not_significant"
"ENSG00000132423.12",132.10034107922,0.0391667283339091,0.977073246603547,"COQ3","all genes",242.365918353794,-0.17441706675464,0.66812847476126,72.0982984090928,-0.13199609746888,0.988211222660231,"Not_significant",-0.0100728780382759,NA,NA,NA,0.0765074370543517,-1.22691326961801,"Not_significant"
"ENSG00000132510.10",82.7832504802591,0.0532204966787824,0.977073246603547,"KDM6B","all genes",143.924738523819,0.203270531141066,0.7493947832302,47.1214313560353,0.261693054684941,0.964256888165893,"Not_significant",-0.0100728780382759,NA,NA,NA,-1.12787399735754,0.617877123193891,"Not_significant"
"ENSG00000133315.11",127.538782262851,0.0409763577339393,0.977073246603547,"MACROD1","all genes",169.26449812568,0.0142929201601141,0.985788210154346,85.3474790599266,0.0659325897466765,0.99285292407863,"Not_significant",-0.0100728780382759,NA,NA,NA,0.611317535708705,-0.784250260147999,"Not_significant"
"ENSG00000134444.14",223.068012515567,0.0336168182278768,0.977073246603547,"RELCH","all genes",550.352613045133,-0.0278641860215986,0.950177308749486,87.4743904702899,0.00726967115247174,0.999041873733936,"Not_significant",-0.0100728780382759,NA,NA,NA,-0.015658873488456,0.280564974492262,"Not_significant"
